"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","V1"
"Hans-Werner Sinn",0.14752997402056,0.129047233439418,0.16576405632473,0.130041191414758,0.107165356448225,0.146401563588314,0.149268246309678,0.160980435442805,0.14909685629419,0.17036569587853,0.092017596063082,0.139563322478308,0.116699359033264,0.179590249845317,0.13175244391821,0.129292383821129,0.230624996079889,0.177805856671968,0.161431348716535,0.127292608697845,0.153914613449634,0.184700471947821,0.131300895144492,0.139277508013968,0.155591336367769,0.164708095860274,1,0.144618267188337,0.179605810838737,0.143272950909769,0.198916403555404,0.1619634645493,0.092553654892687,0.18476346831018,0.142350439962309,0.0970208240935564,0.148116663894046,0.194620443100595,0.120924679519728,0.0890429557150672,0.163577080422835,0.15108990642198,0.138039468280017,0.182087757832546,0.112722160827251,0.119737421692341,0.0926013457647738,0.0753643762697211,0.213712397869429,0.160268087940379,0.132708291727977,0.165272298490861,0.191174756529268,0.0913263423115417,0.172157962945457,0.133978451692637,0.109632960096896,0.109738885298275,0.153369776790268,0.129805990711556,0.171709782376107,0.163106592384037,0.124276071545482,0.117191214068782,0.161812550276679,0.138902121463016,0.158054748425024,0.0941642937346098,0.0662162076038676,0.138500364102374,0.160366556963537,0.200698131311757,0.145336111290536,0.143300595591466,0.16737021953775,0.159996287650455,0.213504988830067,0.119922969394871,0.0721314447095075,0.137994170099933,0.113168575804971,0.176814453545142,0.0969807078575576,0.0729969005828608,0.146676835716338,0.112401069503111,0.185782920908239,0.122283235521344,0.159356390135897,0.116996634927259,0.109210428872,0.0794378984339819,0.146052140413112,0.145539294558618,0.118080766230852,0.173872491361747,0.104700621153553,0.138131167300856,0.18050204093534,0.0805855587014696,"Hans-Werner Sinn"
"Michael Woodford",0.125016562895116,0.0964281288181677,0.155704731505629,0.13701418469228,0.181283109623353,0.159071768280781,0.127862453109454,0.128661946119379,0.127486736763964,0.128333659181291,0.109382840605535,0.162584493879401,0.131546703540902,0.148935402665855,0.0924700463421156,0.0789864628930049,0.161683711896346,0.150152154285559,0.124663970296507,0.0945912439313732,0.12757365628957,0.105638764042194,0.10913352303483,0.130903490996956,0.120350432272153,0.151423504878634,0.144618267188337,1,0.15654154602322,0.137654840168292,0.164038598437771,0.149749290455009,0.137597373914619,0.125484148238507,0.125607170425346,0.103967940674229,0.121543011787429,0.127395897064642,0.103493291077543,0.121611211756969,0.127878393998327,0.111808865426856,0.095005065862994,0.128234644828256,0.193169403612775,0.120495306871398,0.0926125167305272,0.115848925332558,0.125333820542643,0.123134117267081,0.155049703587647,0.136114787605537,0.146792775618347,0.142967967481349,0.112517225961544,0.124088827704124,0.171917744407599,0.167063349565008,0.1383422802312,0.146452402175659,0.222166630942544,0.120920167146994,0.0616093836754206,0.107455899405761,0.140278331568419,0.126403138008514,0.141068897023454,0.145466832616532,0.049456653789652,0.148515064224481,0.149091832745836,0.122711290919471,0.193773978531515,0.129250008790106,0.144601723129734,0.152326920788686,0.135918458631277,0.195146262518126,0.114311659110595,0.124660653378914,0.0611053717531767,0.192519587944937,0.114858940267065,0.065037630548522,0.166580889468581,0.141801848383471,0.121291115556252,0.183422846267285,0.138636558868692,0.118368473280965,0.0988404899768928,0.0722769896956189,0.104549335555011,0.123356046455497,0.143486798858961,0.136192945450676,0.149552706844687,0.117121366510814,0.149400265385541,0.0559626854401726,"Michael Woodford"
"Lawrence Summers",0.133705118648578,0.150931485957347,0.14647279147647,0.142435272050612,0.126961102711413,0.1515304244177,0.169789283885658,0.153039436349215,0.138617415449284,0.186113043579497,0.0845530257731884,0.157066809879617,0.111183306720833,0.167778641470454,0.1180508574338,0.119599765803021,0.163535395468588,0.120443151594878,0.132169935750621,0.112730299985628,0.1440840137669,0.186180437583991,0.129163849893696,0.130057675585115,0.172194439232056,0.145163427116756,0.179605810838737,0.15654154602322,1,0.179037937104038,0.1596008215637,0.197066728209297,0.106995544552976,0.169722153776545,0.138256631858882,0.116706940200094,0.266669436366496,0.115160742077727,0.093547251441563,0.119853756046299,0.132396433561155,0.110913572500431,0.140584388485204,0.197164407219681,0.152147783305759,0.148010705939549,0.100473134681292,0.0959517424129012,0.130241692701244,0.142974011909239,0.121599556252827,0.165972513392581,0.188496028377517,0.10155869284141,0.114233287936371,0.145831244463415,0.134707733812452,0.136359917679491,0.120542478316556,0.146466349097758,0.1473781357799,0.133067763262958,0.118262991820131,0.163074872472518,0.133514222474336,0.120251168359536,0.136329278165173,0.09941420394573,0.0457260103437982,0.163276028833559,0.148983405597659,0.151532627258781,0.156273979983445,0.145199118374174,0.128280594099995,0.15562701271314,0.145094125043665,0.150476941567414,0.0766904282823141,0.148853605465507,0.110902240026739,0.170933102376381,0.101551325466068,0.088539773552492,0.127469056774645,0.130327877441001,0.157057809070671,0.125544006395089,0.156221151855953,0.106406809582401,0.0875628721906679,0.0901534989966128,0.117779336147598,0.161204355280879,0.1327258943113,0.152781305437893,0.112376428220899,0.149208100058819,0.182030104381501,0.0763168119524402,"Lawrence Summers"
"Olivier Blanchard",0.108241532694207,0.147517711399505,0.128297840121434,0.105983868582058,0.139057348782178,0.146765211586752,0.122737543416314,0.127331787702748,0.112622801037266,0.150510266833609,0.114429530131598,0.137294958385652,0.0982652925360195,0.1662417448581,0.0836629138760678,0.14357539124797,0.149300068782057,0.158969555450965,0.111309830961681,0.101394572381946,0.118916515831772,0.132702946463561,0.10748103736094,0.0967203095694139,0.117636861799104,0.145605650851898,0.143272950909769,0.137654840168292,0.179037937104038,1,0.15543898606917,0.178466813829903,0.0979511341637745,0.133769950439783,0.125426126210841,0.0964262740900058,0.113610862290472,0.186257098745058,0.0876375118938,0.105539738953106,0.17631397921819,0.136311109233373,0.107499798500217,0.150967866805779,0.126635294494809,0.112192475742937,0.0673658060287159,0.0894900178038686,0.100861631716096,0.136199598599308,0.102271355909072,0.117164879329146,0.169550129537593,0.095856061310755,0.104544760033577,0.103854630582992,0.136099430154719,0.128511541984208,0.124570282037553,0.159077530035104,0.156835965913666,0.136433571948934,0.11572925085112,0.125567226087058,0.132169973657776,0.138354245157793,0.134102081220384,0.167597516552775,0.0370699370638511,0.163424053259455,0.145204389219318,0.140704282417148,0.135357053372183,0.131354254023397,0.116149962216569,0.149079319133292,0.13205056084981,0.126983591926313,0.0648713117975988,0.131850869723415,0.0826410145686734,0.158806097979088,0.0880968298504053,0.0799887745097055,0.144749247434464,0.12042952487451,0.142500426388821,0.13520293125018,0.211707480657686,0.129364202559469,0.106726426184663,0.0731751399955207,0.0853920370004709,0.139060814834253,0.114165072833683,0.128046574642831,0.115082425792478,0.133701992154928,0.148254079138725,0.0755276116190394,"Olivier Blanchard"
"Joseph Stiglitz",0.16696330809056,0.13571315949847,0.191164335540442,0.120919401796827,0.126244741875349,0.192921813265101,0.139623046120519,0.199160378075627,0.161829158910444,0.203767144705353,0.110741410185294,0.153370445316847,0.135410960407807,0.170631932488219,0.108287479898922,0.126794214739161,0.222448497945211,0.157793816494142,0.152145586742251,0.15509460942543,0.141852941646134,0.159599726472858,0.137889614338183,0.120047764184484,0.150206477566206,0.16292485686904,0.198916403555404,0.164038598437771,0.1596008215637,0.15543898606917,1,0.174288959728378,0.0977371202417413,0.182995850767472,0.139941726986993,0.109420200784741,0.169833048777185,0.162653408853372,0.131290377297158,0.0900404845323158,0.200163225963073,0.126653298253648,0.179888237070308,0.176879737436607,0.166406925330772,0.13150559070856,0.0998937693600315,0.0782235959249116,0.164344218807258,0.181390998063939,0.148581226761217,0.180310029567434,0.181077177047203,0.105917606147817,0.123864123180848,0.134683701320116,0.133314848454662,0.137436895112125,0.158216908580149,0.150448842619171,0.193467578108642,0.16659462572792,0.108329240003434,0.120767679074078,0.197725305165944,0.18526068765998,0.137406263617737,0.111364638900086,0.0670935108113966,0.167546627218798,0.192822419395461,0.187464963843807,0.160022711659717,0.140509759525574,0.179923444906836,0.164363917685109,0.186153228472546,0.120525033645512,0.0613752010962375,0.130311731051596,0.133037886338978,0.152211963779705,0.117237516625389,0.0851892968653647,0.169578584848621,0.134023714522666,0.192368743483236,0.166427982926157,0.151536341393175,0.138066904489057,0.11721913392876,0.0823543848654006,0.155995484422749,0.15364786434513,0.162377801996571,0.184770345787931,0.121515404579645,0.146578043156794,0.160705886660523,0.120473708924933,"Joseph Stiglitz"
"Martin Feldstein",0.128582231149895,0.145431906903709,0.140539459437888,0.102918919482724,0.113142598477139,0.169536207878444,0.155637193053668,0.131148075323405,0.10712315881653,0.167042433204196,0.0819853085203751,0.145935393547848,0.12091980195058,0.155314806073833,0.113342530947517,0.108213211766806,0.168613352621855,0.130212030309135,0.150495700272323,0.101192766719273,0.133564707927702,0.155486340712523,0.118729694976101,0.116680081594971,0.138075117174291,0.158446549473246,0.1619634645493,0.149749290455009,0.197066728209297,0.178466813829903,0.174288959728378,1,0.091069354906791,0.164940982544293,0.106323221014453,0.106170288752794,0.255535925927144,0.116075967945499,0.0933556746000507,0.0713037966291773,0.125536054745972,0.138802553220535,0.141558467457725,0.145225748509977,0.141290488637347,0.0958404587457046,0.101459980997701,0.0866953586755407,0.109285828608522,0.155594429730275,0.133708863786378,0.149465544020136,0.166793311991813,0.083464235251798,0.0999146644945123,0.109193431655935,0.138726629780387,0.153331158604091,0.140799971533189,0.174038015181067,0.140090585016742,0.129794460357398,0.115770061722776,0.123854314464357,0.155120031754788,0.0979321382079582,0.115854277941586,0.119191202160087,0.0500107771126937,0.176151723870434,0.129322379170659,0.154092681960593,0.148297187552512,0.106719040785839,0.143121810671419,0.136552832047743,0.151686923560574,0.113787841987123,0.0748925104154402,0.116673194195376,0.0892781723076766,0.160212048296834,0.0913889082425289,0.0932758999254225,0.11984431062345,0.131712589536953,0.180325332466778,0.156549628614968,0.147091723487634,0.0987374405084431,0.097109836859255,0.0965618199449251,0.127477680785145,0.143033486072438,0.135303288025457,0.148375781171566,0.111723567709455,0.141103024681746,0.193041424587986,0.0781239439860906,"Martin Feldstein"
"Tim Bollerslev",0.151575254159129,0.0972184489512632,0.122191127186789,0.167900523500268,0.123006501000946,0.111061315085423,0.10533031299553,0.107928914603765,0.0682369368267498,0.0952948326481999,0.191123575635955,0.134679449663234,0.0713372929263047,0.119798144860396,0.0560253664872592,0.0716025647259368,0.100368543982901,0.0904471027090513,0.122862225318967,0.0669242335824436,0.141629900397713,0.0792681199264152,0.0949774919543252,0.376813352504308,0.113866455287176,0.108408811746369,0.092553654892687,0.137597373914619,0.106995544552976,0.0979511341637745,0.0977371202417413,0.091069354906791,1,0.113521219949611,0.232456961268316,0.137924657371016,0.111041866450283,0.119941542004509,0.0669363200045223,0.182791662195883,0.0934501689255116,0.0840111027445655,0.0885215357078009,0.0818540068897524,0.114072782995872,0.208139366129318,0.0839956693511832,0.126920312023059,0.0824788699823996,0.122401614183644,0.126194781174681,0.075097315809946,0.107337731528131,0.174099506918816,0.0860265421951178,0.112461464290747,0.151699484595731,0.0895941126877757,0.107253852059304,0.0835508260538517,0.14459766028875,0.0797231780389428,0.0721771754283775,0.0890080882145238,0.119103766212275,0.086282740252618,0.18485851780673,0.104074609794204,0.0536975655122501,0.140847889537542,0.102515754531809,0.100164077653573,0.127744939452442,0.111577213572778,0.109283037034436,0.130975867186222,0.107515837324964,0.120627643984499,0.25522680475826,0.166082008195016,0.047887764529588,0.12223091386532,0.212192586222573,0.0868220090061225,0.114041921946462,0.329349885149515,0.125461805829695,0.0965238663218638,0.121600494056511,0.182562608537758,0.106353811605509,0.107021068836323,0.0676781823781155,0.115853951502036,0.101482873036993,0.117366995366736,0.0961835896578565,0.146276091029035,0.108764100637588,0.0600001664665092,"Tim Bollerslev"
"Joshua Aizenman",0.191046173304511,0.12756566427484,0.142912125693969,0.111691104720672,0.105205561800434,0.140807106262596,0.123639446080663,0.182205606402996,0.182210327200558,0.156458912040603,0.071565432321875,0.159409368191373,0.0959161386672639,0.194607138546973,0.108077538725403,0.106043212205981,0.182601040661628,0.149718470843282,0.146892329378005,0.108960453235557,0.172137659562726,0.139210442830833,0.129211262395489,0.114180315338639,0.101733961918207,0.16075358195604,0.18476346831018,0.125484148238507,0.169722153776545,0.133769950439783,0.182995850767472,0.164940982544293,0.113521219949611,1,0.13940865606179,0.0921869947124189,0.142069159702109,0.163664228696076,0.0815295750960703,0.0922414082620061,0.134656684634903,0.14464728680757,0.136083134833572,0.130112280978678,0.139299167091414,0.115249498701267,0.0939551905278039,0.0937922299822496,0.14192974380428,0.184473154103764,0.114482972277913,0.162977041824559,0.196042119802751,0.080240069402583,0.140417541026298,0.123101575209118,0.141443862855701,0.114914136248316,0.173688630747729,0.125562134242442,0.157257254723254,0.139023974137649,0.0938428069709843,0.115400670996301,0.208799546700815,0.120156774288206,0.124923805865196,0.0930383475363409,0.0507908594873667,0.168606490514919,0.135112018119087,0.198309651169935,0.130157197965615,0.133770321925858,0.152238413619591,0.135386514980402,0.13226715063722,0.12634516327293,0.0716599847072831,0.134540055336651,0.0900099820836858,0.129564732837328,0.128084450981194,0.0535025235314809,0.124454778334422,0.10554183056352,0.201405008563664,0.145315753011396,0.172022312168057,0.0911804845157609,0.087717983246691,0.0623163963107933,0.117225253187375,0.135155645206212,0.140375782369082,0.16460948693518,0.114920206813174,0.113274815378557,0.163554378112791,0.0594612728219589,"Joshua Aizenman"
"Michael McAleer",0.163633977179157,0.103200523936132,0.140217009868098,0.19552389085172,0.106571475484364,0.120350159512171,0.128340267409783,0.116791195413739,0.0911633248448099,0.131282319337117,0.201385197997719,0.157122614000737,0.0822137528978772,0.157119843525683,0.0602578227151131,0.0901975312386069,0.142045385893404,0.134264195243766,0.139962230788856,0.0851573947522573,0.142284783301635,0.135916785051569,0.127382092395,0.22843046744398,0.122955756845985,0.127385353459935,0.142350439962309,0.125607170425346,0.138256631858882,0.125426126210841,0.139941726986993,0.106323221014453,0.232456961268316,0.13940865606179,1,0.14995496472151,0.129700567487681,0.207051669350345,0.0952476835270198,0.143713218812085,0.134066098582507,0.0903218517003189,0.110803267723839,0.118893331073882,0.118067935976153,0.21117968017089,0.0910502833046366,0.164884262744804,0.149231837101709,0.125692774876046,0.179241355099483,0.106640653349506,0.136749100002496,0.143338886005979,0.16878249782749,0.128168881379922,0.117645310517804,0.103849529822426,0.107563384564018,0.107167153547812,0.155238208178604,0.120244341677061,0.0773206116318086,0.110895115525391,0.13977564703743,0.119961379330945,0.240241488511126,0.0965308513676289,0.0718499739095129,0.15915952476576,0.107324298026541,0.143321976862502,0.138231646962065,0.128162006258934,0.141993505279789,0.150053311269792,0.141243029625472,0.135819602421394,0.14790270164088,0.168485233111068,0.0936153002880367,0.122669969841245,0.17560104765389,0.0821888609381678,0.134708103060826,0.185807239440981,0.160414486714786,0.115681585724523,0.150062217146852,0.248124587108663,0.154192715979755,0.0878026165655794,0.101200639641761,0.136547590830487,0.107124054730532,0.121129995572913,0.120533869689223,0.172205134644016,0.118180197135341,0.0538851228767845,"Michael McAleer"
"James Stock",0.0971942462366048,0.0899848773990345,0.114703194115067,0.157471584227334,0.131451630647058,0.110995883988921,0.110090329088085,0.102000577403714,0.076335847382345,0.0851311125770656,0.186068002644892,0.0954978949904873,0.0902356441460631,0.100088927694447,0.0590019329248493,0.0629866532036354,0.109850646232277,0.0887790531433436,0.0908410440678337,0.0613339031518436,0.128506849180042,0.114568524465185,0.117110999050213,0.153406730815032,0.110820081284758,0.112429213456179,0.0970208240935564,0.103967940674229,0.116706940200094,0.0964262740900058,0.109420200784741,0.106170288752794,0.137924657371016,0.0921869947124189,0.14995496472151,1,0.107075547629289,0.0780841570651115,0.0743268344883347,0.401865877458462,0.0810993304559672,0.0841003089971871,0.069706274772254,0.105879823115921,0.112204791062161,0.211165839777819,0.0760324348046928,0.156089615502624,0.11271544369709,0.11141798821996,0.13665329416343,0.0880436895302057,0.101320454313946,0.117297796048149,0.127327272109656,0.130846418359432,0.0935548635421156,0.0819590684468879,0.116880762936052,0.10380416072178,0.135599244414885,0.0921961045569469,0.0712333252442099,0.0913303874625692,0.101935721374385,0.0828307911660184,0.211904840858335,0.0931558279828813,0.0790712870752489,0.119253571932226,0.0887321800428325,0.095173454617495,0.118725671873297,0.100058477467427,0.0965633819542567,0.134845352040163,0.0822646156544519,0.144165749814873,0.164734688685589,0.156576315831542,0.0556274670304896,0.122351260877585,0.138148275686545,0.0667622004726956,0.112802514467481,0.159950072853432,0.0944434173429981,0.117763302096861,0.103935804037362,0.198594554086571,0.130671964250077,0.0699486966869527,0.0795963041233012,0.137847699775719,0.101974444677927,0.0950958400077817,0.168408218315594,0.146429046801037,0.111185652296131,0.0457233334424065,"James Stock"
"James Poterba",0.160837557562829,0.144705775655165,0.151244133461528,0.123751117739138,0.11778691323079,0.1889971950203,0.175488981903341,0.144651965815302,0.0954149996611846,0.157784146740791,0.0787997741263688,0.13320736343644,0.113321081336661,0.155448184607022,0.134783862479029,0.122451329257686,0.149488929756224,0.129264033590511,0.154944066755652,0.111614425631129,0.161045913373591,0.161870360987012,0.14607500816539,0.13360179871218,0.152684686359869,0.143869275176987,0.148116663894046,0.121543011787429,0.266669436366496,0.113610862290472,0.169833048777185,0.255535925927144,0.111041866450283,0.142069159702109,0.129700567487681,0.107075547629289,1,0.143359144748985,0.0976510474357564,0.0967878351522996,0.133736377367952,0.125856608788398,0.155813837310657,0.156576491579878,0.110573713704155,0.11083374477461,0.118097856575059,0.0992448674960245,0.127827162248458,0.146555674455581,0.140850800952351,0.111493761495016,0.134613315513051,0.083023919824905,0.107416111384246,0.136760195186904,0.128453821446803,0.0965769953748049,0.144064398513697,0.149934627881699,0.146809836152038,0.126883058500106,0.144199480198336,0.133025045987585,0.161028284993084,0.0891748597766606,0.118066415342242,0.0732420320740505,0.0631960927702196,0.184971146756554,0.127959668325167,0.120523829682126,0.0974481124429002,0.140306051658669,0.16992818776108,0.121207123950237,0.153117672666362,0.113961300397284,0.0916640797932899,0.159835645198637,0.114779929449229,0.159194526783082,0.129860627043126,0.163633175457409,0.112009332596214,0.120971452099502,0.173469164966669,0.120095152171314,0.142756656296547,0.108424990055514,0.0995082682862652,0.115403375070405,0.118814674118852,0.149476517862759,0.148366321319791,0.157844686135354,0.103795787206275,0.174547984753222,0.212017674203364,0.0661917412749993,"James Poterba"
"Peter Nijkamp",0.119698741469707,0.12271381461156,0.152336506803265,0.130637970916196,0.11419381436297,0.13999107496496,0.132619137438535,0.134047585511032,0.10764986561479,0.159696676699365,0.0885498817589771,0.131600089634748,0.106338918782854,0.16684663727383,0.0940971623816109,0.130773175371616,0.146070616017347,0.204966109894998,0.161502222060636,0.102047816621357,0.14488338157922,0.154700557573809,0.124923070630454,0.110671654868857,0.141490727713756,0.136056648806341,0.194620443100595,0.127395897064642,0.115160742077727,0.186257098745058,0.162653408853372,0.116075967945499,0.119941542004509,0.163664228696076,0.207051669350345,0.0780841570651115,0.143359144748985,1,0.128720456714737,0.102344641208306,0.15360910493536,0.129424225121826,0.121152458161784,0.134989045367301,0.110882136124478,0.131114959436782,0.0853660770126678,0.0839378505006255,0.222591128472309,0.129295163385135,0.142020618317269,0.117551793434003,0.142615794511003,0.0894790993178411,0.188999750017933,0.14989838634935,0.0845012289912668,0.0928965728921765,0.139220250071306,0.112327271707935,0.116224446546085,0.18118983860962,0.129939101928886,0.0975942623357348,0.140472940316162,0.151364671314235,0.136309110479864,0.100292135296591,0.0813242894011949,0.129049997493262,0.166984542945684,0.165983278362555,0.125921175776382,0.0999135479960282,0.178973360828907,0.130802080028211,0.170702065189547,0.098514739126336,0.0919334654682833,0.12243553148139,0.105585427839516,0.128213204016452,0.106753929955359,0.0737979825761094,0.119710004806649,0.126106464026121,0.192752157380974,0.109887310037421,0.162122029992305,0.155287394357998,0.149420404679044,0.0688722694794548,0.146488178125536,0.134208964499088,0.104302928649534,0.145536685496425,0.0961126059437996,0.143422555032211,0.129944711117718,0.069446659412621,"Peter Nijkamp"
"Robert Lucas",0.0805866219354453,0.118173060753072,0.111747431722044,0.0678946773047141,0.122998002377727,0.103450163023093,0.0986651402246044,0.11396029524773,0.0920924034911742,0.0972489713137708,0.0669033875357761,0.0876970022133021,0.0955008198404301,0.0846419454750796,0.0713762815292009,0.0634613768940421,0.107137512348977,0.158435074353518,0.112663293896089,0.0849915148024733,0.100611272034702,0.067065350166855,0.111576132439851,0.0837855494343538,0.136196682380629,0.10251116247141,0.120924679519728,0.103493291077543,0.093547251441563,0.0876375118938,0.131290377297158,0.0933556746000507,0.0669363200045223,0.0815295750960703,0.0952476835270198,0.0743268344883347,0.0976510474357564,0.128720456714737,1,0.0720187967477635,0.0818481619972351,0.0865445367108785,0.0538784724002609,0.074775387912284,0.0857302859118878,0.0929789069912009,0.0737681586253765,0.0676971220530376,0.0957116414156338,0.0829517214598513,0.0888191171394687,0.0983054669169509,0.112918290369443,0.0711550619890957,0.10968673903206,0.107238563029843,0.079823999189939,0.0729741255510052,0.101805490560043,0.0785892121101322,0.102157773857737,0.0632264869957622,0.0921092003232716,0.0937654110143463,0.103353503566197,0.0815241461111769,0.0874422102510449,0.0890743367655417,0.0330855824019646,0.117838729564114,0.0668603587170007,0.107311068574446,0.0783464643751778,0.0709459950109469,0.0994492067207316,0.0911642236407939,0.0897998080849331,0.0818717531325726,0.0529956026115128,0.09863136562804,0.050393216911674,0.101977035192802,0.0561898696378472,0.0641599189280509,0.0941115630290852,0.0851392700046194,0.0944979661616972,0.094933456482001,0.105859146113602,0.0958162880966381,0.0602851397233708,0.0648844642174227,0.119858102617518,0.10015228734797,0.116638842285947,0.0883721210802085,0.0733053810268533,0.0964195766061165,0.104730679095018,0.0368446855183529,"Robert Lucas"
"Mark Watson",0.0757401147602427,0.0722134851626522,0.108547063720243,0.167178080193477,0.227734926259948,0.108981040317459,0.0945842609696958,0.080571104176022,0.0775890434960935,0.0954602124518031,0.186703694858745,0.0984009963707363,0.0734653012479007,0.109858620634173,0.0688062873916602,0.0651166383322482,0.0773141065482419,0.0929923197559579,0.110302778608529,0.0627813617937117,0.127971648994905,0.0810815876444349,0.127931358201902,0.157851539248992,0.118156980221958,0.114466461857269,0.0890429557150672,0.121611211756969,0.119853756046299,0.105539738953106,0.0900404845323158,0.0713037966291773,0.182791662195883,0.0922414082620061,0.143713218812085,0.401865877458462,0.0967878351522996,0.102344641208306,0.0720187967477635,1,0.0808396552622091,0.0826686771394693,0.0695200095542473,0.0865658036804403,0.151556698068143,0.219220688090084,0.0591769553266445,0.14541666504312,0.0838329964182259,0.0919958497155082,0.133586477243278,0.0803743897432101,0.0977625963747914,0.145472204244832,0.10921343653201,0.113387004792169,0.135715502494814,0.0766654333109491,0.100862174717628,0.0822087771120089,0.145863876708004,0.0711691102405407,0.0692958077079462,0.0895560189541789,0.0972785361751919,0.0907968970595778,0.208811581675759,0.107956860428601,0.0517999751729551,0.118318746550168,0.106258317597496,0.0871422898914438,0.138873743078798,0.0880055157452451,0.0766011864398307,0.145489797957096,0.0843921968030402,0.154182203753371,0.134588796095343,0.121256659049717,0.0555078618981629,0.107817553039941,0.111844130393624,0.0630309522160041,0.107950976620685,0.157129666405105,0.0901326944528756,0.0997698471564726,0.102096066221744,0.18079035794626,0.146080968244721,0.0617395763323213,0.0865632254321183,0.11133241817413,0.113692642382248,0.08400730307751,0.165978709167286,0.136156871677987,0.106129069374768,0.0254164432480637,"Mark Watson"
"Jean Tirole",0.141221798442014,0.111132712487972,0.190418351654695,0.10760493173567,0.0953694082968926,0.142080630771499,0.112203603505014,0.180916579688253,0.104136716642523,0.192640767585808,0.0738173621629484,0.160299855431162,0.145394554051721,0.12954851762653,0.101050483580717,0.123997729332878,0.176343299700738,0.184290091855897,0.131833588669396,0.139348350716826,0.133611414230274,0.118253493000472,0.120569123697877,0.107545317796127,0.117786872797672,0.172803167740493,0.163577080422835,0.127878393998327,0.132396433561155,0.17631397921819,0.200163225963073,0.125536054745972,0.0934501689255116,0.134656684634903,0.134066098582507,0.0810993304559672,0.133736377367952,0.15360910493536,0.0818481619972351,0.0808396552622091,1,0.142054872618456,0.163552317727052,0.134773310472815,0.120181468243781,0.0928208879101149,0.0899627093100114,0.0642465420439309,0.155811989653652,0.146816976884425,0.149700928815172,0.108652809499917,0.150159621125814,0.0881733088952798,0.107367289464835,0.146088601079005,0.0969190294937762,0.108770513059807,0.147734901123605,0.135292772026122,0.118869263258853,0.183753843627673,0.0914165071355972,0.0896269466017135,0.126352972421285,0.353959429889649,0.118688465815804,0.0910987937157929,0.047677548088604,0.143864563823909,0.186576749548088,0.145404480695569,0.130985288728165,0.113730664386086,0.187923368354433,0.116066886107426,0.152256370427124,0.0938834883603035,0.0685490848266629,0.11177846978644,0.10047303244348,0.125853328505077,0.0933159348038605,0.0857598885108258,0.262572502421565,0.135784687232535,0.140990719202061,0.106220781279084,0.163184135794923,0.12226968599494,0.0992612337937273,0.087704304453432,0.11298353494619,0.129874025078563,0.121595656702396,0.140940914044675,0.108317605697221,0.119337430687905,0.148980431620431,0.0914033894423684,"Jean Tirole"
"Alberto Alesina",0.109721521525464,0.097539830252472,0.130535255383984,0.0712611369468402,0.0871131749682608,0.108417324127317,0.118495818088179,0.137049618455974,0.114858272562445,0.156552452394021,0.0932302912036631,0.100326341650769,0.0976945636417739,0.143609874906626,0.0934202024844189,0.110030175201694,0.152957204756882,0.141941131129111,0.121460944033291,0.108756903591897,0.148746717842877,0.125890037543855,0.13492458106885,0.0841407661656939,0.136353559790926,0.178269935889021,0.15108990642198,0.111808865426856,0.110913572500431,0.136311109233373,0.126653298253648,0.138802553220535,0.0840111027445655,0.14464728680757,0.0903218517003189,0.0841003089971871,0.125856608788398,0.129424225121826,0.0865445367108785,0.0826686771394693,0.142054872618456,1,0.116798557598294,0.133041080423051,0.100641714385684,0.104611088419897,0.0526150751179719,0.0783738719287133,0.116938233084985,0.124779035868413,0.098942457895313,0.105446045929645,0.130900097370506,0.0755252150593874,0.0857988467955285,0.14806929172718,0.0861798566860677,0.0973497598071874,0.179100691822987,0.108344010315437,0.120312519265784,0.15594600714568,0.12382662986273,0.0708985822327992,0.115667842294314,0.115734708868046,0.117349359969784,0.0970002235843328,0.060691622874269,0.149722109555615,0.158989599093967,0.156348684814968,0.0823025686231929,0.137482286868701,0.164971087434788,0.114919102459277,0.148046573603129,0.109773452738146,0.0585883107511711,0.0968909792961688,0.0972899459276723,0.110538643089635,0.0753207145611132,0.0604002166926109,0.100519772238753,0.090805836902809,0.154071544202195,0.0987017604615947,0.133235269236513,0.0885101716205704,0.0933005894569672,0.0517297538408463,0.172312269627994,0.0832993265889628,0.0807533517467065,0.149594707466844,0.118425974105688,0.116713423812009,0.125880569973889,0.0587268019726374,"Alberto Alesina"
