,Ren̩ Stulz,Jeremy Stein,Raghuram Rajan,Luigi Zingales,Andrei Shleifer,Robert Vishny,Ross Levine,Asli Demirguc-Kunt,Florencio Lopez-de-Silanes,Rafael La Porta,John Campbell,Michael Jensen,Joshua Aizenman,Barry Eichengreen,Kenneth French,Andrew Rose,Robert Shiller,Mark Gertler,Maurice Obstfeld,Robert Merton,Eugene Fama,Robert Engle,Ben Bernanke,Joseph Stiglitz,Jeffrey Frankel,James Poterba,Lawrence Summers,Alan Auerbach,Michael McAleer,Elhanan Helpman,Robert Barro,Christopher Baum,Martin Feldstein,Jean Tirole,Kenneth Rogoff,Edward Prescott,Martin Eichenbaum,Timothy Besley,Stephen J Turnovsky,Robert Hall,Guillermo Calvo,Tim Bollerslev,Daron Acemoglu,Lars Svensson,Francis Diebold,Carmen Reinhart,N. Gregory Mankiw,John Taylor,John List,M Pesaran,Olivier Blanchard,Alan Krueger,John Whalley,Michael Woodford,Dani Rodrik,Peter Diamond,Richard Freeman,Paul Milgrom,Ernst Fehr,Bruno Frey,Robert King,David Romer,Alberto Alesina,Jordi Gali,Clive Granger,Thomas Sargent,Martin Ravallion,Robert Lucas,Clement Tisdell,David Card,Jacques Thisse,Christopher Sims,Richard Blundell,Jerry Hausman,Peter Nijkamp,Edward Glaeser,Angus Deaton,Robert Gordon,Lawrence Christiano,Lars Hansen,Paul Krugman,James Stock,Jean-Jacques Laffont,Friedrich Schneider,James Heckman,Lawrence Katz,Halbert White,Mark Watson,Gary Becker,Peter Phillips,Drew Fudenberg,Joshua Angrist,Hans-Werner Sinn,Jeffrey Wooldridge,Ilhan Ozturk,George Borjas,Whitney Newey,Nicholas Cox,Donald Andrews,Ben Jann,V1
Jerry Hausman,0.050335284,0.06228114,0.099245825,0.099255616,0.051783275,0.087198657,0.096802509,0.052496596,0.157665379,0.114279287,0.202685859,0.064293488,0.060452999,0.105818345,0.060669644,0.114904771,0.117344518,0.152732796,0.051119356,0.113846514,0.065474236,0.091466767,0.138868521,0.102432937,0.060404586,0.12259024,0.02453659,0.065205116,0.139434889,0.116530311,0.18534531,0.113530554,0.065431958,0.085420781,0.135559062,0.143251261,0.095296188,0.158043962,0.054549962,0.083940773,0.156106568,0.062856511,0.073880366,0.125678174,0.059195822,0.226568055,0.094872199,0.369554509,0.074837519,0.106888869,1,0.160034868,0.064935822,0.090669667,0.054261827,0.097069863,0.092967399,0.06572859,0.08374598,0.118357105,0.060647028,0.090900343,0.04893901,0.063305461,0.20145612,0.133374052,0.155156346,0.050930064,0.060197377,0.082422567,0.049386222,0.188647132,0.062528753,0.060993442,0.104305079,0.101093309,0.057330889,0.153803802,0.197188867,0.073233195,0.114322921,0.086186097,0.073537232,0.022968299,0.061672396,0.095167945,0.078325009,0.068176638,0.090915589,0.200612685,0.024158437,0.026845923,0.064538151,0.08239413,0.07672311,0.0569856,0.089461149,0.231189266,0.093107828,0.028286434,Jerry Hausman
Peter Nijkamp,0.050094223,0.08319073,0.120123601,0.089077925,0.057076346,0.102678024,0.10087363,0.078892016,0.235129388,0.148122809,0.033491809,0.077716799,0.093998859,0.090416887,0.04470093,0.161988423,0.265913388,0.541072675,0.110282794,0.163426822,0.07672122,0.156860366,0.067163379,0.052626055,0.076316205,0.13142831,0.206515575,0.059585964,0.185284629,0.235608315,0.312548767,0.059361307,0.035669532,0.119418314,0.137414467,0.051551947,0.058547509,1,0.143617336,0.052311151,0.231258687,0.114829894,0.094834633,0.078102376,0.066355552,0.070947468,0.044708355,0.038616388,0.179770321,0.175022629,0.158043962,0.339814456,0.065276156,0.042588329,0.12297076,0.076747472,0.049689476,0.056976182,0.092841603,0.071349721,0.045085557,0.271057385,0.13299772,0.084981021,0.305624324,0.358388058,0.110938172,0.055548835,0.04681064,0.08302,0.08622825,0.3073648,0.06339509,0.065491636,0.121812857,0.068935022,0.189222383,0.22953235,0.06236955,0.070165773,0.165462681,0.066675449,0.078085175,0.021124491,0.044746238,0.070829809,0.151184245,0.071551866,0.11551196,0.171292971,0.025517732,0.022609158,0.249617843,0.095706491,0.070159564,0.068179987,0.052934511,0.309591634,0.067853426,0.030956308,Peter Nijkamp
Edward Glaeser,0.049399853,0.114054185,0.106518261,0.039027706,0.042887926,0.092521543,0.178983379,0.078209028,0.034868289,0.21895167,0.014914944,0.070936725,0.036520181,0.057226283,0.071983348,0.089602021,0.073027182,0.267124987,0.115952648,0.066846467,0.042871362,0.120469216,0.085825623,0.031479165,0.12228597,0.166333552,0.019010112,0.042947952,0.088986754,0.049261859,0.105044452,0.074101749,0.016466866,0.067356039,0.037799745,0.028670683,0.079231142,0.249617843,0.250266486,0.029404109,0.064092566,0.15747985,0.125250594,0.100404704,0.049339684,0.03311714,0.0471827,0.026092009,0.067264682,0.045014503,0.064538151,0.079173747,0.057079099,0.024663394,0.027791566,0.089568546,0.04007673,0.067232592,0.088872971,0.075152502,0.037544241,0.086440096,0.087681775,0.045605527,0.025702601,0.0385543,0.041597769,0.030423807,0.011347228,0.082429013,0.096409135,0.080597641,0.053138549,0.089029855,0.160073359,0.063992635,0.059769972,0.031865256,0.024651053,0.063726749,0.073574085,0.074698305,0.036456252,0.020816819,0.038165075,0.04666502,0.086163885,0.044192021,0.077599463,0.038227907,0.010567958,0.022715014,1,0.12467104,0.060166999,0.071394237,0.042924586,0.056627999,0.073820774,0.046403882,Edward Glaeser
Angus Deaton,0.0485044,0.196917338,0.080286409,0.073532121,0.053770821,0.142997399,0.127651694,0.087686267,0.039141465,0.067168225,0.028057995,0.055664591,0.029644416,0.101240663,0.107769695,0.035135895,0.088148826,0.061484708,0.493060239,0.029082196,0.073402304,0.111111086,0.079790473,0.046991421,1,0.152514787,0.020066717,0.044151373,0.12232298,0.063841506,0.088875912,0.095155073,0.033407534,0.086084724,0.063965312,0.049204407,0.123359189,0.076316205,0.108519328,0.043209746,0.050518046,0.106858978,0.056292879,0.143831255,0.057777082,0.049157553,0.043989425,0.031510634,0.128691907,0.065116566,0.060404586,0.040089457,0.086254942,0.029061458,0.049848309,0.162608977,0.060589119,0.088093753,0.056366412,0.105486548,0.039846423,0.120443867,0.053105654,0.052737752,0.039902948,0.022168774,0.071232493,0.046864878,0.031115366,0.101876386,0.059744049,0.069394764,0.046065629,0.071055377,0.183195791,0.058586524,0.042336858,0.049350216,0.042104422,0.089635065,0.031378123,0.108111805,0.094225181,0.034462308,0.026513876,0.056803457,0.127508794,0.051275132,0.112770628,0.048635982,0.017501206,0.031783468,0.12228597,0.099931568,0.076195013,0.076387182,0.044169321,0.131068736,0.082346109,0.027522576,Angus Deaton
Robert Gordon,0.048210913,0.108445351,0.053325989,0.063005154,0.123380373,0.134590036,0.118555281,0.065579564,0.050475022,0.067773919,0.028213133,0.084590196,0.030023102,0.115935965,0.048898054,0.050578978,0.141674207,0.04730475,0.051326113,0.045176745,0.082396203,0.127003594,0.040171091,0.053103254,0.052737752,0.12074128,0.040878129,0.117645718,0.166000618,0.164466469,0.10462336,0.150654903,0.033750873,0.144641325,0.064958723,0.123313448,0.074337104,0.084981021,0.071744703,0.161872464,0.058078821,0.098968261,0.054502855,0.08073507,0.142555981,0.070251601,0.04850958,0.035277511,0.053748433,0.087530904,0.063305461,0.063175378,0.095663355,0.030682565,0.052988924,0.067490251,0.130713752,0.128833139,0.070541466,0.070073665,0.102653207,0.063383404,0.059247285,1,0.050115368,0.027506463,0.093144162,0.169365723,0.025141018,0.136725319,0.090622363,0.071785127,0.111918627,0.064555698,0.083040964,0.095930168,0.042418165,0.108756356,0.047297099,0.104685367,0.043211575,0.186392632,0.057166739,0.034069242,0.024947035,0.084023931,0.080500643,0.100513645,0.12246267,0.058789158,0.011721695,0.032473551,0.045605527,0.092728834,0.124219965,0.053197031,0.082907194,0.072299615,0.091669347,0.025439263,Robert Gordon
Lawrence Christiano,0.047061773,0.040314246,0.057848448,0.090257376,0.188871274,0.1293761,0.054206337,0.077119338,0.250121013,0.115369519,0.084089327,0.081938535,0.082679318,0.115772962,0.042903545,0.142586705,0.239352498,0.241024422,0.04992358,0.167115945,0.093033042,0.096640418,0.037472819,0.071416551,0.049350216,0.114876447,0.045374905,0.183285884,0.228755545,0.225413533,0.272760549,0.091870095,0.062336057,0.133400413,0.0852397,0.122048637,0.065137635,0.22953235,0.084891824,0.148136314,0.163867581,0.08251281,0.044383255,0.052725922,0.187870262,0.107039194,0.048116229,0.077183098,0.042323937,0.213711457,0.153803802,0.26179949,0.1128903,0.116307288,0.039671912,0.057435457,0.398201501,0.1468475,0.075186517,0.068835341,0.144879491,0.123995812,0.038394509,0.108756356,0.316667999,0.270483805,0.126638959,0.179267913,0.019942021,0.140836177,0.063135964,0.271778649,0.143821533,0.058097876,0.09131568,0.147896167,0.059905189,1,0.069949277,0.103419481,0.155811802,0.160734066,0.071766126,0.032025221,0.063489555,0.105881413,0.07564999,0.172344937,0.15695985,0.196190987,0.017169817,0.034526062,0.031865256,0.081102261,0.128281236,0.061384359,0.140122234,0.239729889,0.136285113,0.028246488,Lawrence Christiano
Lars Hansen,0.046901845,0.030952537,0.063964255,0.108236983,0.116475118,0.067702502,0.030793131,0.034409813,0.029891783,0.06120574,0.087273578,0.059348526,0.048993685,0.04889446,0.02502742,0.030999161,0.046973758,0.034345632,0.02994054,0.028553132,0.04939599,0.041547216,0.031765916,0.083259351,0.029061458,0.076034474,0.008829598,0.097234546,0.069904138,0.051708848,0.054392599,0.033874124,0.102891135,0.056058514,0.083337998,0.087019885,0.043629053,0.042588329,0.055654641,0.104089825,0.059040792,0.03632546,0.040044026,0.031867733,0.057179821,0.157954102,0.062167469,0.115132356,0.028133998,0.035863512,0.090669667,0.029275939,0.068525502,1,0.024071971,0.070756642,0.13773077,0.05268857,0.038213531,0.037834345,0.071241348,0.029055547,0.009646935,0.030682565,0.023841347,0.038866681,0.129802217,0.080166776,0.017241372,0.070927565,0.053696104,0.03460857,0.067211235,0.042381629,0.042226182,0.63706526,0.016494314,0.116307288,0.133944784,0.132445047,0.024603286,0.073105182,0.079582815,0.025247871,0.139557907,0.107882758,0.046558479,0.06198395,0.088840116,0.128574651,0.017229352,0.043651792,0.024663394,0.068465437,0.061863119,0.026078101,0.104182944,0.072159267,0.051888442,0.034402348,Lars Hansen
Paul Krugman,0.046479895,0.042249383,0.054783651,0.034354067,0.055667097,0.070148099,0.052863258,0.077061941,0.360808895,0.148342347,0.029654256,0.060678041,0.069457625,0.117880338,0.026263501,0.222080625,0.273906633,0.403807289,0.036136819,0.255576201,0.106700456,0.088130418,0.02707219,0.028682021,0.040089457,0.104491678,0.132073878,0.054620138,0.232474774,0.235132705,0.383775506,0.068782992,0.023071643,0.126083769,0.054126704,0.034547643,0.044882657,0.339814456,0.067379344,0.038816589,0.154928856,0.065822071,0.049779431,0.04124129,0.063036102,0.044900578,0.026458974,0.027663187,0.040271891,0.271189164,0.160034868,1,0.089753412,0.029275939,0.021982639,0.033670767,0.064637231,0.049044051,0.065058238,0.046916305,0.066374715,0.180878206,0.090972528,0.063175378,0.536582933,0.267730268,0.064954737,0.060416683,0.012995895,0.084399232,0.064645059,0.396095786,0.057088182,0.042306715,0.075759341,0.099783519,0.10408363,0.26179949,0.02406157,0.048755223,0.241703336,0.069066519,0.052447762,0.017527928,0.041923226,0.036875667,0.073578566,0.073357626,0.080479672,0.142104311,0.017978676,0.017992998,0.079173747,0.061169337,0.077038209,0.047428659,0.059408151,0.284792415,0.077860946,0.03229868,Paul Krugman
James Stock,0.044955453,0.044658642,0.056518997,0.274118148,0.115346293,0.080207718,0.059453329,0.049339229,0.034886699,0.052188893,0.333583779,0.068462703,0.034038523,0.090835875,0.032019047,0.02754262,0.060748899,0.031971902,0.038247708,0.028305048,0.082078577,0.051333895,0.059047509,0.184146819,0.049204407,0.094934207,0.015672821,0.100598655,0.08412296,0.078747106,0.078727491,0.090395869,0.144728244,0.065124099,0.232546338,1,0.084546592,0.051551947,0.066557945,0.630220731,0.041359391,0.059599809,0.043021632,0.068310235,0.104252056,0.458258444,0.07164197,0.278476006,0.05170361,0.075397288,0.143251261,0.034547643,0.068571003,0.087019885,0.073682777,0.081774105,0.093294986,0.10301484,0.049724097,0.095995082,0.108821143,0.032461292,0.016330101,0.123313448,0.038202752,0.028099157,0.357398839,0.107002785,0.038484662,0.086628045,0.038691925,0.046413827,0.141059546,0.046329055,0.05757056,0.138425107,0.027552276,0.122048637,0.197225489,0.141194928,0.02960799,0.140185386,0.118719098,0.026722434,0.038928264,0.25126832,0.044909889,0.086516939,0.096608265,0.243854073,0.033262426,0.027646451,0.028670683,0.117771678,0.063445494,0.043620594,0.285618527,0.10523226,0.092264287,0.020222165,James Stock
Jean-Jacques Laffont,0.04459243,0.025341337,0.095693811,0.039027516,0.045582468,0.046913908,0.035901831,0.078077409,0.218265187,0.134015988,0.027508527,0.069920423,0.215031464,0.05602093,0.05294288,0.154577248,0.321104848,0.528198515,0.025004533,0.163895736,0.050674819,0.122632029,0.019280924,0.03685085,0.022168774,0.131285878,0.043133672,0.060680733,0.201854793,0.318727837,0.355838913,0.03537905,0.019056979,0.074092358,0.064476828,0.028099157,0.030870589,0.358388058,0.057014422,0.022950476,0.432249827,0.065880279,0.058998522,0.047064028,0.048240675,0.036501725,0.042866429,0.024289643,0.04924024,0.187814077,0.133374052,0.267730268,0.042072908,0.038866681,0.038879658,0.041557647,0.041407479,0.04092873,0.064669248,0.05262258,0.038339468,0.203000434,0.029503039,0.027506463,0.275081611,1,0.049736976,0.037927359,0.015017138,0.052256498,0.083008317,0.260890747,0.037064306,0.079059871,0.110293548,0.064163437,0.094103418,0.270483805,0.031708931,0.040413422,0.153932112,0.049428245,0.026928811,0.013200795,0.087878665,0.034671119,0.059183128,0.057376659,0.09672823,0.205147861,0.010065896,0.021893656,0.0385543,0.043424368,0.059443942,0.073903338,0.039512781,0.287658458,0.050529754,0.039713044,Jean-Jacques Laffont
Friedrich Schneider,0.043678321,0.045127762,0.071713917,0.030097611,0.03498291,0.051563942,0.048178152,0.048839733,0.061766669,0.120073103,0.013720986,0.096126894,0.038766739,0.064509344,0.08100072,0.058727797,0.111569537,0.135383477,0.053178336,0.054820787,0.056155532,0.079601861,0.031061977,0.023078716,0.042336858,0.099800222,0.516597636,0.057813055,0.093581021,0.096718699,0.148285979,0.087072131,0.015374046,0.07681209,0.044771402,0.027552276,0.073736247,0.189222383,0.0409205,0.024512804,0.085507428,0.099517685,0.081513842,0.071084162,0.038870245,0.025208843,0.022970572,0.019135623,0.090491336,0.061282349,0.057330889,0.10408363,0.05483119,0.016494314,0.083055512,0.044174695,0.032687564,0.040788545,0.04958169,0.052833624,0.036094995,0.390068465,0.020531847,0.042418165,0.055443397,0.094103418,0.037905104,0.04073624,0.022778937,0.097298801,0.114209797,0.159342671,0.036725242,0.049286029,0.126423636,0.043397275,1,0.059905189,0.019725017,0.076599107,0.047082014,0.062785856,0.107089735,0.012614241,0.02244156,0.023133191,0.12230923,0.042888399,0.081476499,0.040790842,0.01274876,0.015950542,0.059769972,0.038073813,0.060418436,0.063982576,0.045930557,0.244862119,0.104822058,0.030607111,Friedrich Schneider
James Heckman,0.042850503,0.253956514,0.150032837,0.070865827,0.07847257,0.094950807,0.253319993,0.059700426,0.04196997,0.078630068,0.076668487,0.054532468,0.061887331,0.063266374,0.154926077,0.038950464,0.070723845,0.058045305,0.112756808,0.04240889,0.060325848,0.20003526,0.314890289,0.064753679,0.162608977,0.168828727,0.01932263,0.073972845,0.096908538,0.080961789,0.086155701,0.086579749,0.042135844,0.071241581,0.074079045,0.081774105,0.066240257,0.076747472,0.094291457,0.066381247,0.084141856,0.085274076,0.059946174,0.223204196,0.065204815,0.110494776,0.046505432,0.122571213,0.10736677,0.041231587,0.097069863,0.033670767,0.061008506,0.070756642,0.036976239,1,0.060700836,0.063249169,0.076393454,0.10507475,0.052954256,0.089237751,0.136343735,0.067490251,0.024918092,0.041557647,0.106072458,0.049762722,0.031705852,0.121453827,0.135613535,0.063018802,0.06046851,0.062399692,0.112670603,0.097224853,0.044174695,0.057435457,0.148337099,0.069188384,0.03540486,0.077243113,0.055451851,0.02864189,0.065451511,0.078409689,0.096655648,0.061435782,0.105318945,0.114250777,0.023143789,0.032904202,0.089568546,0.090431809,0.073256623,0.060512381,0.095129532,0.151309633,0.08801174,0.026060584,James Heckman
Lawrence Katz,0.042416033,1,0.133922278,0.044574647,0.046297647,0.229378198,0.412897313,0.06202066,0.02896478,0.081995295,0.023024407,0.052704611,0.049641965,0.053771247,0.108811291,0.040163655,0.076141015,0.072670184,0.190053116,0.045296776,0.061087282,0.299090433,0.237705655,0.032523393,0.196917338,0.186104004,0.020078249,0.041846205,0.151501736,0.146233889,0.087359813,0.107864193,0.022954277,0.071060738,0.038384311,0.044658642,0.103456767,0.08319073,0.10379345,0.039280789,0.065352614,0.065741541,0.074867872,0.348147011,0.056985697,0.038499269,0.037963654,0.035416809,0.112558202,0.044619185,0.06228114,0.042249383,0.054665499,0.030952537,0.039409502,0.253956514,0.058372965,0.067456092,0.08537347,0.11524559,0.052030832,0.087714594,0.268787887,0.108445351,0.025005012,0.025341337,0.052510824,0.056954577,0.025870361,0.113504347,0.123182132,0.066126108,0.05399944,0.044171833,0.094234014,0.097373026,0.045127762,0.040314246,0.034080428,0.078530312,0.035632197,0.075143898,0.054267153,0.034257839,0.035962963,0.056352631,0.091431155,0.053736944,0.085286401,0.036516444,0.019450943,0.037152643,0.114054185,0.07711093,0.069022097,0.06589422,0.038986901,0.123627861,0.059928327,0.024274539,Lawrence Katz
Halbert White,0.03884888,0.036516444,0.06055579,0.231488303,0.062136098,0.05678452,0.060990793,0.055097341,0.112837063,0.084496224,0.49550579,0.056342447,0.069042503,0.076988563,0.023259471,0.089257151,0.139863657,0.169817889,0.03799915,0.094826322,0.067730217,0.06937037,0.081579876,0.158307364,0.048635982,0.0994388,0.029287702,0.084186137,0.116688009,0.145229479,0.17690388,0.038762649,0.117671909,0.06329428,0.191077548,0.243854073,0.04446173,0.171292971,0.056648964,0.189023023,0.120893907,0.047328462,0.046995289,0.059147114,0.058817408,0.352638977,0.033936352,0.299144014,0.051589661,0.119086656,0.200612685,0.142104311,0.054500814,0.128574651,0.08743929,0.114250777,0.084662344,0.051933438,0.049204589,0.049604096,0.07295205,0.094893837,0.029224523,0.058789158,0.150178422,0.205147861,0.253503326,0.054151764,0.026144304,0.068595164,0.040417977,0.139730418,0.0782445,0.05011744,0.065531275,0.125523763,0.040790842,0.196190987,0.250088289,0.088104092,0.09519416,0.082047076,0.083385006,0.028677516,0.059452023,0.193279857,0.043369994,0.067361712,0.07612557,1,0.033278218,0.028549319,0.038227907,0.094130238,0.052819173,0.056340841,0.125401806,0.207739669,0.064429346,0.017336302,Halbert White
Mark Watson,0.036884387,0.039280789,0.050971002,0.290384757,0.248624841,0.10821426,0.046524631,0.044824753,0.051994013,0.043039001,0.170140499,0.073306106,0.026260114,0.109657155,0.028712992,0.02386491,0.051742414,0.030117516,0.03864175,0.024285503,0.093768361,0.037036738,0.04148368,0.199987616,0.043209746,0.074549663,0.014010477,0.129969589,0.091325223,0.09167886,0.075408611,0.06320046,0.148571453,0.080165732,0.234981206,0.630220731,0.045619266,0.052311151,0.078269118,1,0.04903416,0.052543353,0.030694926,0.046404399,0.137329864,0.314053551,0.041048049,0.126751355,0.04473284,0.084249166,0.083940773,0.038816589,0.082226159,0.104089825,0.086152405,0.066381247,0.121737747,0.139810395,0.046878941,0.049113652,0.138721447,0.029496033,0.011479025,0.161872464,0.040257742,0.022950476,0.307721544,0.156328434,0.019384908,0.09900092,0.040629942,0.042901496,0.178668542,0.039980165,0.0526984,0.160648179,0.024512804,0.148136314,0.130027544,0.149941674,0.025977612,0.15098531,0.123812658,0.024697626,0.038576035,0.284146964,0.046487606,0.094744645,0.096493206,0.189023023,0.028032116,0.028770941,0.029404109,0.123818005,0.071948939,0.040217452,0.245026362,0.073439938,0.099173873,0.01174916,Mark Watson
Gary Becker,0.036640194,0.108811291,0.113727922,0.027925506,0.057794989,0.107575915,0.088657338,0.062274144,0.034050025,0.10017011,0.011672943,0.050231921,0.046025139,0.048749072,1,0.052602179,0.060658743,0.045625175,0.066818558,0.057036546,0.046405576,0.079737538,0.051868427,0.030698569,0.107769695,0.132217503,0.029543476,0.051916797,0.105584064,0.059992508,0.078039272,0.108255609,0.016948239,0.077202674,0.037799182,0.032019047,0.105672777,0.04470093,0.074101913,0.028712992,0.064511538,0.086913896,0.07000614,0.07394253,0.050596021,0.024329861,0.04321583,0.026162122,0.089271073,0.05129829,0.060669644,0.026263501,0.063051926,0.02502742,0.039536904,0.154926077,0.05204752,0.055159774,0.06731569,0.09594102,0.042159066,0.132805629,0.047938697,0.048898054,0.023953391,0.05294288,0.037993439,0.044883888,0.034686714,0.129999139,0.161645631,0.050751531,0.050157435,0.061988374,0.10429067,0.048703305,0.08100072,0.042903545,0.02244047,0.063903631,0.042691713,0.089892152,0.072041583,0.023868304,0.036925582,0.0351289,0.112845096,0.051927211,0.115456336,0.023259471,0.011549258,0.0287301,0.071983348,0.067261386,0.064698189,0.064143642,0.036503357,0.094550772,0.10518556,0.02270709,Gary Becker
Peter Phillips,0.033161276,0.038499269,0.066508534,0.3918613,0.06783035,0.053960792,0.047474949,0.041363513,0.041211603,0.047579856,0.539046253,0.057488729,0.036868589,0.085348904,0.024329861,0.034160881,0.060965274,0.051249916,0.042419707,0.02601238,0.077494717,0.049312888,0.093897387,0.202629194,0.049157553,0.103771444,0.014961031,0.083080565,0.067524381,0.061849176,0.064569521,0.041556481,0.17159766,0.0633252,0.25566951,0.458258444,0.045714865,0.070947468,0.055695007,0.314053551,0.046015624,0.047803458,0.045041681,0.062812203,0.075026542,1,0.046100387,0.483708309,0.059592244,0.065933606,0.226568055,0.044900578,0.068673886,0.157954102,0.138085466,0.110494776,0.094932154,0.050064706,0.04279621,0.057762521,0.080099397,0.042005079,0.01560665,0.070251601,0.03767101,0.036501725,0.439337631,0.081240058,0.053527098,0.080382122,0.037710422,0.048127503,0.089494491,0.043913493,0.055944469,0.161436647,0.025208843,0.107039194,0.330050258,0.132546077,0.029853795,0.102564035,0.145625918,0.028381957,0.056252941,0.208111731,0.044421135,0.073409188,0.08748787,0.352638977,0.040721436,0.027396768,0.03311714,0.122578539,0.055375514,0.037583771,0.272641596,0.139767337,0.0569012,0.017783493,Peter Phillips
Drew Fudenberg,0.031983343,0.035962963,0.167876693,0.052522918,0.061227203,0.063856077,0.046542753,0.050218917,0.030165846,0.076358994,0.039342297,0.081179156,0.135626406,0.047823834,0.036925582,0.023529864,0.045161434,0.108155612,0.026156003,0.032901157,0.045337746,0.026978321,0.028887651,0.037766693,0.026513876,0.162744129,0.009356716,0.08252343,0.071489157,0.067207093,0.079571261,0.033492548,0.055298174,0.052131975,0.045564816,0.038928264,0.031890019,0.044746238,0.063538022,0.038576035,0.148509497,0.044321312,0.064831258,0.042741126,0.055570242,0.056252941,0.050896139,0.033838939,0.034434258,0.044484477,0.061672396,0.041923226,0.053776502,0.139557907,0.01158219,0.065451511,0.076082071,0.069473807,0.07203428,0.071961653,0.054748434,0.050361409,0.009973024,0.024947035,0.018800439,0.087878665,0.052683746,0.050341424,0.011000722,0.058447446,0.206527721,0.043914887,0.050288741,0.024956284,0.056989073,0.155302479,0.02244156,0.063489555,0.041704657,0.05048857,0.02212324,0.058292928,0.026604746,0.020003886,1,0.054831551,0.070078819,0.043356364,0.089159824,0.059452023,0.016910973,0.082361839,0.038165075,0.061618227,0.067695226,0.028695748,0.058806997,0.049572063,0.044158411,0.044997145,Drew Fudenberg
Joshua Angrist,0.031123594,0.237705655,0.124412963,0.059498444,0.034038222,0.064922643,0.304056464,0.042073325,0.020870451,0.078590616,0.07333322,0.044146218,0.034047217,0.043157668,0.051868427,0.02894228,0.050190344,0.039737677,0.088079743,0.030778947,0.037547399,0.171141726,1,0.05510592,0.079790473,0.147587215,0.011898452,0.043229471,0.073620055,0.040764322,0.051017392,0.050646947,0.030540436,0.04430191,0.055060981,0.059047509,0.050499353,0.067163379,0.059972916,0.04148368,0.043767018,0.063757488,0.043600216,0.387873559,0.045420717,0.093897387,0.026065828,0.116614183,0.068132734,0.026445327,0.138868521,0.02707219,0.035746291,0.031765916,0.033447119,0.314890289,0.047299029,0.043914006,0.040267685,0.050135297,0.029302483,0.074515669,0.169467066,0.040171091,0.016073263,0.019280924,0.062220001,0.02996779,0.024967447,0.10815429,0.049544711,0.040810368,0.037374874,0.034198755,0.081379465,0.058462394,0.031061977,0.037472819,0.097783702,0.047089217,0.025388468,0.044834974,0.044035425,0.026300217,0.028887651,0.050831354,0.054013383,0.040147333,0.051024279,0.081579876,0.020997267,0.028062467,0.085825623,0.056119455,0.049999436,0.03676584,0.051755288,0.114253572,0.044767034,0.012708976,Joshua Angrist
Hans-Werner Sinn,0.030822351,0.020078249,0.021164208,0.013236672,0.018591446,0.028729274,0.023520528,0.03326423,0.039881582,0.031682586,0.008966858,0.023858192,0.016458186,0.045641221,0.029543476,0.025149085,0.084119403,0.135730055,0.020537539,0.026052577,0.036075872,0.043544623,0.011898452,0.016110633,0.020066717,0.043078342,1,0.045151551,0.043746607,0.06428664,0.066167684,0.046507129,0.008122102,0.052339484,0.021784863,0.015672821,0.035160582,0.206515575,0.022434527,0.014010477,0.034637821,0.060683434,0.027138946,0.026005412,0.03222458,0.014961031,0.021996698,0.009438609,0.03976633,0.046698827,0.02453659,0.132073878,0.046590387,0.008829598,0.032252822,0.01932263,0.021826949,0.020251616,0.032629454,0.042652867,0.028390345,0.440294413,0.017805956,0.040878129,0.046295874,0.043133672,0.025981304,0.032861766,0.007152141,0.036160627,0.127180816,0.20720399,0.0271609,0.026208615,0.044892402,0.028361225,0.516597636,0.045374905,0.009233773,0.035753184,0.021969685,0.033869724,0.16469306,0.008782043,0.009356716,0.019064283,0.050631608,0.033293832,0.037650828,0.029287702,0.004529188,0.00924666,0.019010112,0.0250975,0.021050682,0.029499549,0.044462772,0.355766101,0.059762432,0.013577427,Hans-Werner Sinn
Jeffrey Wooldridge,0.029805026,0.034080428,0.049649487,0.183882528,0.062912988,0.043934552,0.052905693,0.029082555,0.027005252,0.036320388,0.276581578,0.038082693,0.040701195,0.056004823,0.02244047,0.021866821,0.036898508,0.04108784,0.043153089,0.020413739,0.056672991,0.035854362,0.097783702,0.169331445,0.042104422,0.065243243,0.009233773,0.065478993,0.047509923,0.043061383,0.045794189,0.046447472,0.101189951,0.046495279,0.142615892,0.197225489,0.043865871,0.06236955,0.034453121,0.130027544,0.036450877,0.042455219,0.033426138,0.053804479,0.060968399,0.330050258,0.057899706,0.389340226,0.041420739,0.033036709,0.197188867,0.02406157,0.048113734,0.133944784,0.037340214,0.148337099,0.068009167,0.041218244,0.037632008,0.054390715,0.048590794,0.034794509,0.014537208,0.047297099,0.016137702,0.031708931,0.242547852,0.056532483,0.02466672,0.06958787,0.039293827,0.029471877,0.058580981,0.03105113,0.044585885,0.097294985,0.019725017,0.069949277,1,0.084862663,0.019642883,0.0609178,0.082220617,0.038546955,0.041704657,0.111105702,0.036560806,0.06594166,0.060099934,0.250088289,0.027429593,0.040010071,0.024651053,0.090559035,0.042203192,0.027919179,0.113641337,0.139335064,0.052300095,0.010666286,Jeffrey Wooldridge
